rollout/success rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total timesteps,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.57,13066,13218,-198.19478074999998,60.15,81,1074512,10244.00082092285,632.9125732421875,1074400,0.001
0.58,13067,13225,-193.79902406999997,59.52,81,1074549,9836.22771911621,630.492041015625,1074440,0.001
0.57,13068,13238,-199.66672004000003,59.89,81,1074649,7321.934390258789,647.5611877441406,1074540,0.001
0.57,13069,13242,-199.37763345000002,59.73,81,1074662,7229.295668029785,635.5334167480469,1074560,0.001
0.57,13070,13250,-198.61850990000002,59.2,81,1074704,5434.264793395996,637.2054992675781,1074600,0.001
0.57,13071,13254,-198.01759800000002,59.02,81,1074724,11390.16163330078,631.331103515625,1074620,0.001
0.57,13072,13270,-203.94975114000002,59.02,80,1074824,8453.228169250488,630.0422424316406,1074720,0.001
0.58,13073,13283,-202.87713295999998,58.75,80,1074897,9454.23673248291,630.8964538574219,1074780,0.001
0.57,13074,13303,-211.31155481999994,58.89,80,1074997,7005.913391113281,638.0462158203125,1074880,0.001
0.57,13075,13320,-205.27831953999998,58.89,80,1075097,6836.3900344848635,633.1021179199219,1074980,0.001
0.56,13076,13339,-207.956757,59.8,80,1075197,6854.640127563476,641.2882751464844,1075080,0.001
0.55,13077,13353,-212.46770994000002,60.32,80,1075297,6566.929968261718,648.1883911132812,1075180,0.001
0.55,13078,13356,-212.58963297000003,60.41,80,1075312,8493.375985717774,642.0218505859375,1075200,0.001
0.55,13079,13364,-213.08082284,60.83,80,1075358,10102.504821777344,642.3656982421875,1075240,0.001
0.54,13080,13379,-215.37191255999997,61.61,80,1075458,9726.624639892578,631.4049865722657,1075340,0.001
0.55,13081,13384,-208.48459031999994,60.83,80,1075480,7699.081979370118,643.5888244628907,1075360,0.001
0.55,13082,13399,-207.96495236999996,60.83,80,1075580,7347.268174743653,639.74384765625,1075460,0.001
0.55,13083,13421,-209.95739214000002,60.83,80,1075680,8869.125939941407,647.6585388183594,1075560,0.001
0.55,13084,13423,-209.69465313,60.65,80,1075686,7549.480947875976,644.9881958007812,1075580,0.001
0.56,13085,13426,-200.15265639,59.75,80,1075696,,,,
0.57,13086,13428,-197.79127905999997,58.8,80,1075701,10679.49194946289,640.2263488769531,1075600,0.001
0.56,13087,13444,-201.46458564999998,59.71,80,1075801,6784.453025817871,642.1262329101562,1075700,0.001
0.56,13088,13454,-202.57834489999996,60.3,79,1075866,8897.458377075196,637.0714477539062,1075760,0.001
0.56,13089,13456,-202.57642036000001,60.25,79,1075874,,,,
0.56,13090,13478,-202.93087202000004,60.25,79,1075974,7707.921237182617,636.7499816894531,1075860,0.001
0.56,13091,13493,-200.76836124000002,60.25,79,1076074,7028.032223510742,640.3710571289063,1075960,0.001
0.56,13092,13508,-197.54650555,60.25,79,1076174,7259.382241821289,636.1184875488282,1076060,0.001
0.55,13093,13522,-203.22393991,61.19,79,1076274,10384.752017211915,636.4275756835938,1076160,0.001
0.54,13094,13540,-204.08174021000002,62.03,79,1076374,9473.849504089356,635.3274169921875,1076260,0.001
0.54,13095,13554,-201.69049305000001,62.03,79,1076474,12477.382482910156,635.9401550292969,1076360,0.001
0.55,13096,13557,-198.81744078,61.17,79,1076488,8762.290328979492,629.2252014160156,1076380,0.001
0.55,13097,13563,-199.00864922999997,61.43,79,1076522,10844.371450805664,646.1165405273438,1076420,0.001
0.55,13098,13583,-198.37928621,61.43,79,1076622,12963.558569335937,630.296435546875,1076520,0.001
0.55,13099,13589,-198.87987495999997,61.65,79,1076660,14094.486749267578,632.0215576171875,1076540,0.001
0.55,13100,13610,-207.31754888000003,61.65,79,1076760,8440.879051208496,629.9796020507813,1076640,0.001
0.55,13101,13627,-207.76279867999995,62.48,79,1076854,5788.5274063110355,643.9728149414062,1076740,0.001
0.54,13102,13641,-208.72132847999998,63.08,78,1076954,10266.426629638672,637.8740417480469,1076840,0.001
0.54,13103,13656,-207.70070174,63.08,78,1077054,12170.584289550781,631.49755859375,1076940,0.001
0.53,13104,13672,-210.12973251,64.03,78,1077154,12496.239939880372,634.0566955566406,1077040,0.001
0.52,13105,13686,-213.59295759999998,64.07,78,1077254,6447.298149108887,640.2577697753907,1077140,0.001
0.52,13106,13707,-205.88628224,64.07,78,1077354,9955.5154586792,630.9817565917969,1077240,0.001
0.51,13107,13728,-209.57972766999998,65.03,78,1077454,8820.980549621581,635.9646057128906,1077340,0.001
0.51,13108,13748,-206.8654566,65.03,78,1077554,5751.90034942627,640.0064270019532,1077440,0.001
0.51,13109,13750,-207.35755332999997,64.9,78,1077565,7670.755564880371,634.2087951660156,1077460,0.001
0.51,13110,13753,-206.37107830000002,65.02,78,1077582,7407.1264923095705,636.426123046875,1077480,0.001
0.5,13111,13770,-210.7318218,65.68,78,1077682,6940.211596679687,642.8771911621094,1077580,0.001
0.49,13112,13789,-213.90816046,66.54,78,1077782,7766.906306457519,632.0116516113281,1077680,0.001
0.49,13113,13806,-211.27180183999997,66.54,78,1077882,10019.315472412109,633.4125244140625,1077780,0.001
0.49,13114,13823,-211.38037285,66.54,77,1077982,10065.434515380859,635.7597717285156,1077880,0.001
0.48,13115,13841,-221.31579143,67.32,77,1078082,6591.779728698731,633.8494812011719,1077980,0.001
0.48,13116,13844,-221.56200894000003,66.49,77,1078093,,,,
0.49,13117,13847,-216.42544259,65.65,77,1078109,5451.966658020019,638.8105651855469,1078000,0.001
0.49,13118,13861,-215.77801522000001,65.65,77,1078209,12984.019085693359,623.5253967285156,1078100,0.001
0.49,13119,13874,-217.20430634000002,65.65,77,1078309,11356.775836181641,628.04052734375,1078200,0.001
0.48,13120,13888,-219.16913679,66.6,77,1078409,7403.573393249511,637.6541320800782,1078300,0.001
0.48,13121,13905,-214.12013704,66.6,77,1078509,11240.950561523438,637.6974853515625,1078400,0.001
0.48,13122,13921,-213.58049827,66.6,77,1078609,11165.141650390626,631.5828308105469,1078500,0.001
0.47,13123,13941,-214.17419459,67.53,77,1078709,11368.769985961913,628.2737426757812,1078600,0.001
0.47,13124,13956,-213.88304666999997,67.53,77,1078809,8049.942614746094,627.7020629882812,1078700,0.001
0.46,13125,13975,-218.44609544,68.4,77,1078909,7969.55835571289,639.9423767089844,1078800,0.001
0.46,13126,13977,-218.30841492,68.33,77,1078919,,,,
0.46,13127,13989,-221.20502315000002,68.83,77,1078990,9216.225592041015,628.4874145507813,1078880,0.001
0.45,13128,14009,-221.85636303000004,68.93,77,1079090,8986.067349243163,632.8980102539062,1078980,0.001
0.44,13129,14029,-222.12504395,69.88,76,1079190,7307.086491394043,637.9344421386719,1079080,0.001
0.43,13130,14050,-223.92249639000002,70.18,76,1079290,8719.000105285644,638.3095031738281,1079180,0.001
0.44,13131,14054,-220.15058266,69.34,76,1079306,11570.42780609131,630.5706420898438,1079200,0.001
0.45,13132,14057,-218.47162929,68.49,76,1079321,7953.395252990723,634.4229797363281,1079220,0.001
0.44,13133,14079,-220.50791968000004,69.34,76,1079421,7998.116835021972,645.5911193847656,1079320,0.001
0.44,13134,14091,-222.24128350000004,70.12,76,1079513,10423.358268737793,633.0912719726563,1079400,0.001
0.43,13135,14105,-228.69162512000003,71.01,76,1079613,11658.516278076171,638.7677734375,1079500,0.001
0.44,13136,14109,-224.38167471,70.26,76,1079638,4815.604187011719,635.56328125,1079520,0.001
0.44,13137,14125,-227.23711015,70.26,76,1079738,11882.386087036133,628.0559692382812,1079620,0.001
0.44,13138,14129,-227.05783511000004,70.22,76,1079754,9674.82289428711,627.7975524902344,1079640,0.001
0.44,13139,14131,-225.97652704,69.69,76,1079761,7456.0344161987305,632.2432495117188,1079660,0.001
0.44,13140,14146,-226.38705115000005,69.69,76,1079861,9824.980337524414,638.4892944335937,1079760,0.001
0.44,13141,14154,-226.6145016,69.91,76,1079905,9409.092817687988,630.9349487304687,1079800,0.001
0.44,13142,14156,-226.31909665999999,69.73,76,1079915,,,,
0.44,13143,14176,-223.63073669000002,69.73,76,1080015,10267.93074951172,636.2501037597656,1079900,0.001
0.44,13144,14192,-226.65840051000004,69.73,76,1080115,10482.583001708985,633.5926513671875,1080000,0.001
0.44,13145,14194,-226.77715613000004,69.72,76,1080122,11556.500564575195,633.0215881347656,1080020,0.001
0.45,13146,14197,-223.58929797000002,68.9,76,1080140,,,,
0.44,13147,14216,-229.15115082,69.26,75,1080240,5944.002551269531,636.6618896484375,1080120,0.001
0.43,13148,14230,-231.7287956,69.45,75,1080340,15080.316284179688,633.7452880859375,1080220,0.001
0.43,13149,14248,-234.67945843,69.45,75,1080440,7707.087515258789,637.2092041015625,1080320,0.001
0.43,13150,14251,-234.70225974000004,69.54,75,1080454,9862.437158203125,630.2601135253906,1080340,0.001
0.43,13151,14267,-231.87696558000005,69.54,75,1080554,4511.683918762207,639.3557861328125,1080440,0.001
0.43,13152,14273,-232.46681533000003,69.46,75,1080577,7473.463050842285,634.6429321289063,1080460,0.001
0.44,13153,14276,-226.91458977,68.59,75,1080590,10834.11764831543,631.9896179199219,1080480,0.001
0.43,13154,14294,-229.12720260999998,69.49,75,1080690,8899.62864227295,640.74619140625,1080580,0.001
0.43,13155,14310,-224.21084652000002,69.49,75,1080790,7542.89058227539,634.5314392089844,1080680,0.001
0.42,13156,14325,-225.19699927000002,70.08,75,1080890,8464.902853393554,640.5199584960938,1080780,0.001
0.41,13157,14343,-228.18431457999998,70.38,75,1080990,7355.19751586914,637.9138671875,1080880,0.001
0.42,13158,14348,-223.40953812999996,69.64,75,1081016,7491.378340148925,641.1697021484375,1080900,0.001
0.41,13159,14367,-225.44217437000003,70.45,75,1081116,10079.438349914552,634.4943603515625,1081000,0.001
0.41,13160,14372,-226.07364505,70.17,75,1081149,7277.911619567871,640.3359008789063,1081040,0.001
0.42,13161,14374,-220.25522348,69.31,75,1081163,10178.164929199218,631.5280700683594,1081060,0.001
0.42,13162,14376,-220.24948910000003,69.21,75,1081168,,,,
0.41,13163,14392,-222.35326099000005,70.17,75,1081268,8506.07236328125,640.9067565917969,1081160,0.001
0.42,13164,14395,-218.2441373,69.32,75,1081283,7723.661447143555,643.7142822265625,1081180,0.001
0.41,13165,14411,-216.45696569000003,69.71,75,1081383,7558.08903503418,630.6860107421875,1081280,0.001
0.42,13166,14414,-213.49940658,68.78,75,1081390,,,,
0.42,13167,14417,-212.52524697,68.54,75,1081403,10647.229626464843,637.1002807617188,1081300,0.001
0.42,13168,14430,-214.26702299000002,68.54,74,1081503,6211.267059326172,631.6813537597657,1081400,0.001
0.41,13169,14447,-213.22170844000001,69.41,74,1081603,5554.980253601074,643.2395080566406,1081500,0.001
0.4,13170,14460,-213.04720479,69.99,74,1081703,7765.027172851563,634.2888916015625,1081600,0.001
0.39,13171,14484,-216.69498667000005,70.79,74,1081803,9047.601440429688,633.9178588867187,1081700,0.001
0.39,13172,14497,-210.49030613,70.79,74,1081903,3958.9810623168946,641.0284851074218,1081800,0.001
0.38,13173,14515,-210.97056431000001,71.06,74,1082003,10534.078385925293,633.9398193359375,1081900,0.001
0.38,13174,14532,-207.78762295,71.06,74,1082103,7214.648196411133,642.0607299804688,1082000,0.001
0.38,13175,14545,-206.95445503,71.06,74,1082203,10941.091860961915,633.32841796875,1082100,0.001
0.39,13176,14548,-204.42290883999993,70.17,74,1082214,,,,
0.39,13177,14565,-203.47114167,70.17,74,1082314,10235.412741088867,634.6610229492187,1082200,0.001
0.38,13178,14580,-212.34767474999998,71.02,74,1082414,6988.968008422851,639.6701354980469,1082300,0.001
0.37,13179,14597,-214.48776841,71.56,74,1082514,15730.32308654785,637.0816955566406,1082400,0.001
0.38,13180,14599,-211.72024177,70.63,74,1082521,9224.558068847657,633.3801208496094,1082420,0.001
0.38,13181,14609,-210.02400709999998,70.95,74,1082575,9738.754043579102,637.8664916992187,1082460,0.001
0.39,13182,14616,-206.16443392000005,70.35,74,1082615,7890.2262161254885,642.7031188964844,1082500,0.001
0.4,13183,14617,-202.32595051000004,69.4,74,1082620,,,,
0.4,13184,14619,-202.05128119000005,69.4,74,1082626,9911.784657287597,632.8581604003906,1082520,0.001
0.39,13185,14631,-208.09780080000002,70.3,74,1082726,4953.401286315918,639.4615844726562,1082620,0.001
0.39,13186,14644,-208.25219668999998,71.08,73,1082809,11720.128863525391,633.1545593261719,1082700,0.001
0.39,13187,14661,-207.53626569999997,71.08,73,1082909,10070.525198364257,636.2784545898437,1082800,0.001
0.38,13188,14678,-212.24394900999997,71.43,73,1083009,7844.308131408691,639.0914306640625,1082900,0.001
0.37,13189,14694,-214.27590781999996,72.35,73,1083109,10137.005212402344,639.276513671875,1083000,0.001
0.37,13190,14709,-214.26001198000003,72.35,73,1083209,9073.931497192383,640.5064880371094,1083100,0.001
0.38,13191,14712,-215.59760394,71.51,73,1083225,6353.1843338012695,640.5365234375,1083120,0.001
0.39,13192,14717,-215.37559225,70.76,73,1083250,10703.775436401367,626.061328125,1083140,0.001
0.39,13193,14730,-212.44680688,70.76,73,1083350,9958.74772644043,629.9927001953125,1083240,0.001
0.39,13194,14751,-219.19909249,70.76,73,1083450,10009.833575439454,631.72998046875,1083340,0.001
0.4,13195,14759,-215.53959704999997,70.24,73,1083498,8005.452780151367,640.3143005371094,1083380,0.001
0.39,13196,14774,-217.90680314999997,71.1,73,1083598,9063.083480834961,633.3380737304688,1083480,0.001
0.38,13197,14794,-223.52147570999998,71.76,73,1083698,10500.615100097657,631.8425720214843,1083580,0.001
0.39,13198,14813,-220.08256713999998,71.61,73,1083783,4784.997201538086,631.9512573242188,1083680,0.001
0.38,13199,14829,-221.69666823999995,72.23,73,1083883,7747.398937988281,635.8523681640625,1083780,0.001
0.38,13200,14845,-211.32050202,72.23,73,1083983,9430.1372756958,632.6073486328125,1083880,0.001
0.37,13201,14870,-216.00957547,72.29,72,1084083,6865.508969116211,639.4896362304687,1083980,0.001
0.38,13202,14872,-214.18249934,71.41,72,1084095,,,,
0.38,13203,14886,-215.35970838999998,71.41,72,1084195,11272.823513793945,630.6846496582032,1084080,0.001
0.39,13204,14891,-214.22096242999996,70.6,72,1084214,8364.646981811524,633.8602111816406,1084100,0.001
0.4,13205,14906,-210.97663804000004,70.33,72,1084287,9333.119647216798,631.6792541503906,1084180,0.001
0.41,13206,14916,-209.25363724000002,69.68,72,1084322,8612.712585449219,626.7118041992187,1084220,0.001
0.42,13207,14924,-205.27698493,69.12,72,1084366,12248.892956542968,625.1083557128907,1084260,0.001
0.43,13208,14925,-201.37260166000004,68.15,72,1084369,,,,
0.43,13209,14932,-203.43227977000004,68.22,72,1084387,8297.234272766113,634.1949890136718,1084280,0.001
0.42,13210,14949,-206.01748185,69.05,72,1084487,11245.967422485352,627.9028015136719,1084380,0.001
0.43,13211,14951,-202.16812084999998,68.12,72,1084494,,,,
0.43,13212,14971,-206.16639246000003,68.12,72,1084594,10818.938870239257,619.9520568847656,1084480,0.001
0.43,13213,14986,-205.79054582,68.12,72,1084694,8555.526397705078,622.8885803222656,1084580,0.001
0.43,13214,15004,-206.84926683,68.12,72,1084794,13814.567083740234,609.1931762695312,1084680,0.001
0.44,13215,15006,-196.93836245999998,67.2,72,1084802,6737.220501708985,660.9096252441407,1084700,0.001
0.44,13216,15015,-196.32930871,67.59,72,1084852,7031.280520629883,651.316455078125,1084740,0.001
0.44,13217,15025,-196.75063022999998,67.98,72,1084907,8897.400582885743,646.9536865234375,1084800,0.001
0.45,13218,15029,-194.97553858999999,67.15,72,1084924,8103.139315795898,649.3386352539062,1084820,0.001
0.46,13219,15042,-191.65577775000003,66.89,72,1084998,11058.59585876465,646.0541870117188,1084880,0.001
0.46,13220,15060,-197.52801794999996,66.89,72,1085098,9446.80274810791,642.0583435058594,1084980,0.001
0.47,13221,15064,-196.86125391000002,66.08,72,1085117,9589.849404907227,650.8962280273438,1085000,0.001
0.48,13222,15083,-195.68130847,66.06,71,1085215,10831.75812072754,647.1825866699219,1085100,0.001
0.48,13223,15099,-201.51155320000007,66.06,71,1085315,6150.6616485595705,640.0369384765625,1085200,0.001
0.48,13224,15115,-207.76036397000004,66.06,71,1085415,8725.20606689453,641.5767150878906,1085300,0.001
0.49,13225,15119,-203.05107883000008,65.27,71,1085436,8064.094271850586,646.5592651367188,1085320,0.001
0.48,13226,15136,-205.36518458000003,66.17,71,1085536,9575.218914794921,643.8345703125,1085420,0.001
0.48,13227,15148,-203.61109776000004,66.13,71,1085603,8498.458502197265,640.0161682128906,1085500,0.001
0.49,13228,15150,-201.42718528,65.17,71,1085607,,,,
0.49,13229,15168,-205.62158163000004,65.17,71,1085707,7123.606076049805,645.7544311523437,1085600,0.001
0.5,13230,15174,-204.00056250999998,64.5,71,1085740,8585.980145263671,640.189453125,1085620,0.001
0.5,13231,15181,-203.78293094,64.65,71,1085771,9931.839338684082,642.0967712402344,1085660,0.001
0.5,13232,15185,-204.44990846000002,64.67,71,1085788,6348.009001159668,647.176171875,1085680,0.001
0.51,13233,15187,-202.12519701999997,63.75,71,1085796,,,,
0.5,13234,15202,-205.53028879000001,63.83,71,1085896,9032.644396972657,644.5229675292969,1085780,0.001
0.51,13235,15212,-197.80863367999999,63.36,71,1085949,7719.038900756836,639.2608337402344,1085840,0.001
0.51,13236,15216,-197.73572560999997,63.28,71,1085966,9415.675701904296,642.5515197753906,1085860,0.001
0.52,13237,15227,-194.50521806999993,62.84,71,1086022,6003.601229858398,647.6837829589844,1085920,0.001
0.52,13238,15230,-194.7724492099999,62.81,71,1086035,,,,
0.52,13239,15232,-194.77382243999992,62.81,71,1086042,5852.946276855469,643.4915222167969,1085940,0.001
0.52,13240,15249,-193.83102773999997,62.81,71,1086142,6731.049284362793,647.4455200195313,1086040,0.001
0.52,13241,15251,-193.52686686,62.46,71,1086151,,,,
0.52,13242,15256,-193.83160872,62.58,71,1086173,7899.437690734863,646.6120300292969,1086060,0.001
0.52,13243,15271,-197.05648707,62.58,71,1086273,10895.466806030274,638.5443054199219,1086160,0.001
0.52,13244,15290,-191.74925337000002,62.58,71,1086373,11029.451333618164,638.3843139648437,1086260,0.001
0.52,13245,15293,-191.51624181000003,62.67,71,1086389,10696.319580078125,650.6448852539063,1086280,0.001
0.52,13246,15300,-191.58122166,62.81,71,1086421,7303.884326171875,641.2753540039063,1086320,0.001
0.53,13247,15302,-188.22548128,61.88,70,1086428,,,,
0.53,13248,15327,-190.09455408999997,61.88,70,1086528,6769.148529052734,649.8697204589844,1086420,0.001
0.54,13249,15333,-186.62713238,61.15,70,1086555,10493.469006347656,639.0263061523438,1086440,0.001
0.53,13250,15351,-190.69568547000003,62.01,70,1086655,12367.968270874024,640.1495056152344,1086540,0.001
0.53,13251,15372,-190.89690890999998,62.01,70,1086755,8772.813529968262,644.4396423339844,1086640,0.001
0.52,13252,15391,-190.21656359,62.78,70,1086855,7982.400994873047,643.4987487792969,1086740,0.001
0.51,13253,15410,-193.44958418000002,63.65,70,1086955,10737.512825012207,645.9438232421875,1086840,0.001
