rollout/success rate,time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates
0.5,959794,11305,63.07,-163.38320437000002,33,28580,649.1098815917969,10562.74039001465,0.001,959680
0.5,959894,11306,63.07,-163.24768237,33,28601,649.9489318847657,8699.098558044434,0.001,959780
0.5,959994,11307,63.07,-165.68311111000003,33,28620,649.4088806152344,6905.677102661133,0.001,959880
0.51,959996,11308,62.09,-162.95607335,33,28621,,,,
0.52,960068,11309,61.81,-158.91734789999998,33,28633,653.5067749023438,7797.138566589356,0.001,959960
0.52,960079,11310,61.48,-160.2907367,33,28635,,,,
0.53,960177,11311,61.46,-150.06684140999997,33,28653,651.4438598632812,6122.563273620605,0.001,960060
0.53,960212,11312,61.41,-149.17560962,33,28661,653.2896057128906,7461.327642822265,0.001,960100
0.53,960312,11313,61.41,-149.81513377,33,28679,658.4056945800781,7236.8648132324215,0.001,960200
0.53,960412,11314,61.41,-153.13227898,33,28692,651.5532165527344,11349.587728881836,0.001,960300
0.52,960512,11315,62.31,-157.06200761,33,28713,644.2153015136719,10757.930883789062,0.001,960400
0.51,960612,11316,63.25,-162.38548490999997,33,28730,648.3872375488281,7904.473980712891,0.001,960500
0.52,960666,11317,62.79,-155.81515777,33,28741,649.0778930664062,10227.839682006836,0.001,960560
0.52,960766,11318,62.79,-152.87133354,33,28763,642.99873046875,8566.832487487793,0.001,960660
0.51,960866,11319,63.73,-153.93763651999998,33,28785,651.8184387207032,5914.524920654297,0.001,960760
0.51,960918,11320,64.03,-154.66866438,33,28796,658.0793884277343,5423.721943664551,0.001,960800
0.51,961018,11321,64.03,-160.71649556,33,28812,647.910400390625,7828.085919189453,0.001,960900
0.52,961057,11322,63.42,-154.89745922,33,28820,650.5769775390625,9196.39500732422,0.001,960940
0.52,961066,11323,63.11,-155.98275409,33,28822,649.1731262207031,9630.951635742187,0.001,960960
0.53,961073,11324,62.18,-155.5552657,33,28824,,,,
0.53,961081,11325,61.98,-155.36669078,33,28826,652.7608154296875,4246.303405761719,0.001,960980
0.52,961181,11326,62.33,-158.84378492000002,33,28845,654.4333679199219,8126.730308532715,0.001,961080
0.51,961281,11327,63.08,-161.75435213000003,33,28861,646.7155334472657,11965.377615356445,0.001,961180
0.5,961381,11328,63.95,-163.85196084999998,33,28876,643.7548767089844,5646.873889160156,0.001,961280
0.5,961445,11329,64.49,-164.79806754,33,28888,640.3978759765625,9133.136715698241,0.001,961340
0.49,961545,11330,65.44,-167.03366091000004,33,28905,652.2807312011719,4988.614485168457,0.001,961440
0.48,961645,11331,66.36,-170.75614954,33,28928,651.7549011230469,7274.520889282227,0.001,961540
0.48,961686,11332,66.67,-171.70948768,33,28936,656.6836303710937,9301.247103881837,0.001,961580
0.48,961786,11333,66.67,-173.74052675,33,28956,648.2105346679688,9672.431051635742,0.001,961680
0.48,961886,11334,66.67,-178.46436845,33,28974,643.4611694335938,9159.182293701171,0.001,961780
0.48,961986,11335,66.67,-175.02406225999997,33,28991,637.4395690917969,9359.922836303711,0.001,961880
0.48,962086,11336,66.67,-178.12026578,33,29008,648.8898864746094,7465.154997253418,0.001,961980
0.48,962186,11337,66.67,-177.4053909,33,29025,644.3919616699219,8272.530807495117,0.001,962080
0.49,962189,11338,65.7,-175.55618642999997,33,29027,,,,
0.48,962289,11339,66.53,-185.23690025,33,29043,648.7836486816407,6391.263781738281,0.001,962180
0.47,962389,11340,66.88,-188.19617124,33,29056,645.5115600585938,10252.473443603516,0.001,962280
0.48,962402,11341,66.01,-185.99185547999997,33,29060,649.5761474609375,7004.640754699707,0.001,962300
0.48,962502,11342,66.01,-203.50089966,33,29080,646.1944885253906,9865.329782104493,0.001,962400
0.47,962602,11343,66.91,-205.21343016000003,33,29097,641.14267578125,9645.663858032227,0.001,962500
0.46,962702,11344,67.87,-216.71900650999999,33,29115,641.3128051757812,11017.17529296875,0.001,962600
0.45,962802,11345,68.85,-224.06686647000004,33,29138,647.2514404296875,9933.673318481446,0.001,962700
0.44,962902,11346,69.68,-225.28752362,33,29156,642.7472412109375,8064.826649475098,0.001,962800
0.43,963002,11347,70.53,-229.40713554999994,33,29178,647.3686279296875,8346.451000976562,0.001,962900
0.43,963102,11348,70.53,-235.74086308999995,32,29198,647.8456359863281,7565.488896179199,0.001,963000
0.44,963112,11349,69.63,-230.45248613999996,32,29201,,,,
0.45,963118,11350,68.69,-211.35510017000001,32,29203,,,,
0.45,963218,11351,68.69,-213.18579444,32,29223,648.2221923828125,6842.693695068359,0.001,963100
0.45,963274,11352,68.7,-212.45736885,32,29234,650.9602478027343,7452.122671508789,0.001,963160
0.44,963374,11353,69.54,-215.11153485,32,29253,647.6746215820312,9987.255039978027,0.001,963260
0.43,963474,11354,70.42,-222.20110946999998,32,29266,647.9170593261719,9143.127612304688,0.001,963360
0.44,963553,11355,70.21,-220.89437059999997,32,29281,642.1912780761719,10553.118432617188,0.001,963440
0.43,963653,11356,70.92,-223.69670711999999,32,29300,646.516552734375,12089.181741333008,0.001,963540
0.44,963686,11357,70.25,-220.13033947,32,29306,645.3652526855469,9135.470819091797,0.001,963580
0.45,963721,11358,69.6,-218.54655167999996,32,29311,645.3631103515625,6412.791149902344,0.001,963620
0.46,963748,11359,68.87,-216.7308274,32,29317,651.5217346191406,6485.5206497192385,0.001,963640
0.46,963778,11360,69.0,-216.79464402999997,32,29324,639.7235534667968,10369.990713500976,0.001,963660
0.46,963878,11361,69.0,-218.05795699,32,29341,651.9982482910157,9391.537857055664,0.001,963760
0.46,963978,11362,69.0,-224.86687271000002,32,29360,647.687890625,9418.132986450195,0.001,963860
0.46,963986,11363,68.37,-223.21241854000004,32,29363,656.1232971191406,5628.814529418945,0.001,963880
0.46,964052,11364,68.46,-223.23415535,32,29375,648.9372253417969,10062.131784057618,0.001,963940
0.46,964061,11365,68.48,-223.00797742000003,32,29378,643.6699645996093,8680.438409423828,0.001,963960
0.46,964161,11366,68.48,-220.97894947999998,32,29398,645.8091186523437,6313.20255279541,0.001,964060
0.46,964261,11367,68.48,-231.19109733999997,32,29414,640.7572875976563,10313.828782653809,0.001,964160
0.46,964287,11368,68.22,-233.64900482999994,32,29419,647.429931640625,9682.116165161133,0.001,964180
0.45,964387,11369,68.69,-242.3216801,32,29437,652.1884765625,8153.802380371094,0.001,964280
0.44,964487,11370,68.9,-271.63735537,32,29456,641.3846801757812,7430.626452636719,0.001,964380
0.43,964587,11371,69.89,-280.1403723199999,32,29472,645.5764404296875,7319.626370239258,0.001,964480
0.42,964687,11372,70.69,-282.63895599999995,32,29491,639.2603210449219,11117.239627075196,0.001,964580
0.42,964787,11373,70.69,-279.65663206999994,32,29505,645.9548461914062,4881.227281188965,0.001,964680
0.42,964887,11374,70.69,-271.7149181599999,32,29525,642.7569213867188,8338.673240661621,0.001,964780
0.41,964987,11375,71.56,-274.81844580999996,32,29548,642.5749877929687,9546.308840942384,0.001,964880
0.41,965087,11376,71.56,-274.3643148,32,29568,650.52119140625,6953.449145507812,0.001,964980
0.41,965187,11377,71.56,-280.7360773,32,29591,640.1494201660156,11603.668841552735,0.001,965080
0.41,965287,11378,71.56,-281.385816,32,29612,652.3032653808593,7048.964547729493,0.001,965180
0.41,965316,11379,71.78,-281.15773966,32,29619,646.83095703125,3590.961436462402,0.001,965200
0.41,965416,11380,71.78,-281.3201311,32,29637,644.5945129394531,6061.211332702636,0.001,965300
0.41,965516,11381,71.78,-283.13560152,32,29652,647.474365234375,8860.460583496093,0.001,965400
0.4,965616,11382,72.58,-285.3638096,32,29665,636.1916748046875,9307.473983764648,0.001,965500
0.41,965657,11383,71.99,-282.10010848,32,29675,633.2307922363282,9573.980442810058,0.001,965540
0.4,965757,11384,72.88,-286.63401763,32,29689,638.3537170410157,9167.444371032714,0.001,965640
0.4,965843,11385,73.31,-288.33805102,32,29708,646.008642578125,7670.02201538086,0.001,965740
0.4,965875,11386,73.21,-289.14019643000006,32,29714,643.9250671386719,5902.9711639404295,0.001,965760
0.41,965881,11387,72.27,-289.39521703,32,29716,643.8401794433594,8380.104719543457,0.001,965780
0.41,965890,11388,72.17,-289.39355057,32,29718,,,,
0.42,965950,11389,71.77,-293.53090054000006,32,29728,637.2392211914063,8292.152117919923,0.001,965840
0.43,966027,11390,71.54,-292.46937618,32,29742,639.78408203125,8505.683644104003,0.001,965920
0.42,966127,11391,72.16,-293.47864962,32,29762,642.1854553222656,10181.893490600585,0.001,966020
0.42,966227,11392,72.16,-290.70133314,32,29776,647.8925354003907,6138.950592041016,0.001,966120
0.42,966234,11393,72.14,-290.95044856,32,29778,,,,
0.43,966273,11394,71.53,-288.12327535,32,29784,645.9915283203125,7677.390940856933,0.001,966160
0.42,966373,11395,72.17,-292.56884934,32,29803,641.6064819335937,6306.691596984863,0.001,966260
0.42,966378,11396,71.38,-292.91093241,32,29805,,,,
0.43,966448,11397,71.08,-292.10500849,32,29821,650.093359375,7428.6108123779295,0.001,966340
0.43,966546,11398,71.99,-294.2722056,32,29840,644.8956848144531,9138.272201538086,0.001,966440
0.44,966580,11399,71.33,-293.51535198,32,29847,637.3194946289062,7396.039993286133,0.001,966460
0.44,966586,11400,71.23,-293.57317694,32,29849,644.5882629394531,7888.358935546875,0.001,966480
0.45,966658,11401,70.95,-289.84892688,32,29863,647.9950561523438,7811.088244628906,0.001,966540
0.45,966758,11402,70.95,-289.24456129000004,32,29885,645.9915588378906,8685.685768127441,0.001,966640
0.44,966858,11403,71.71,-291.66686981000004,32,29908,648.791259765625,8628.611647033691,0.001,966740
0.43,966958,11404,72.64,-294.73048926,32,29923,637.3324340820312,8487.919561767578,0.001,966840
0.43,967058,11405,72.64,-299.4112181500001,32,29946,653.0159606933594,7942.47957611084,0.001,966940
0.43,967158,11406,72.64,-293.39656591000005,32,29965,644.4397888183594,7157.71174621582,0.001,967040
0.43,967258,11407,72.64,-287.38948902000004,32,29983,643.9234985351562,9599.18844909668,0.001,967140
0.42,967358,11408,73.62,-291.06125339,32,30000,640.8571166992188,9663.246185302734,0.001,967240
0.42,967370,11409,73.02,-292.74356342,32,30003,644.0988464355469,5998.630014038086,0.001,967260
0.41,967470,11410,73.91,-295.25176042,32,30021,637.1171325683594,9993.681072998046,0.001,967360
0.4,967570,11411,73.93,-300.56312159,32,30042,645.3827331542968,11034.313601684571,0.001,967460
0.4,967580,11412,73.68,-300.38146484,32,30045,,,,
0.41,967664,11413,73.52,-298.39156572999997,32,30061,644.8546264648437,6272.409861755371,0.001,967560
0.42,967734,11414,73.22,-297.33745920999996,32,30077,642.2492370605469,7726.476347351074,0.001,967620
0.43,967740,11415,72.28,-293.14515976999996,32,30079,,,,
0.44,967770,11416,71.58,-287.19145069,32,30085,644.1216552734375,6855.71501159668,0.001,967660
0.43,967870,11417,72.04,-290.1669682,32,30106,649.1557006835938,2281.9912185668945,0.001,967760
0.43,967970,11418,72.04,-293.17935512,32,30121,647.6054260253907,7019.6375,0.001,967860
0.44,967978,11419,71.12,-292.20074143,32,30123,,,,
0.44,968072,11420,71.54,-290.90198272000003,32,30143,637.7703552246094,8565.99988861084,0.001,967960
0.44,968172,11421,71.54,-286.42770226,32,30161,634.9870788574219,9853.997528076172,0.001,968060
0.43,968272,11422,72.15,-292.26460502,32,30182,640.6000793457031,8029.79264831543,0.001,968160
0.42,968372,11423,73.06,-300.08969530999997,32,30194,647.2623718261718,7667.875915527344,0.001,968260
0.41,968472,11424,73.99,-302.66522557999997,32,30210,646.7273620605469,8138.377954101563,0.001,968360
0.41,968567,11425,74.86,-305.23419371,32,30226,639.5513244628906,12097.161248779297,0.001,968460
0.41,968667,11426,74.86,-302.96853209,32,30242,640.6209838867187,8375.955740356445,0.001,968560
0.41,968767,11427,74.86,-303.8905356,32,30257,639.6166625976563,3950.630963134766,0.001,968660
0.41,968867,11428,74.86,-306.91966599000006,32,30276,645.3111450195313,6195.128134155273,0.001,968760
0.4,968967,11429,75.22,-308.92660777000003,31,30299,640.0695861816406,6290.437310791016,0.001,968860
0.41,968972,11430,74.27,-306.6524472,31,30300,,,,
0.41,969072,11431,74.27,-305.89999283,31,30314,646.7270263671875,8715.808706665039,0.001,968960
0.4,969172,11432,74.86,-311.22378542999996,31,30335,647.3899719238282,9816.13012084961,0.001,969060
0.41,969180,11433,73.94,-306.80349835,31,30337,,,,
0.41,969280,11434,73.94,-305.48683623999995,31,30355,629.9174926757812,14388.61378173828,0.001,969160
0.41,969380,11435,73.94,-308.79072501999997,31,30371,647.0859008789063,7123.19994506836,0.001,969260
0.41,969480,11436,73.94,-310.58598760999996,31,30387,634.285107421875,8894.36653137207,0.001,969360
0.42,969508,11437,73.22,-307.96611268,31,30393,643.2696411132813,7856.170095825195,0.001,969400
0.41,969608,11438,74.19,-311.04644864,31,30411,639.2763671875,10281.100857543945,0.001,969500
0.41,969708,11439,74.19,-304.86458753999995,31,30430,642.38916015625,7886.567642211914,0.001,969600
0.41,969808,11440,74.19,-307.86681432999995,31,30457,641.4005798339844,8076.860054016113,0.001,969700
0.41,969811,11441,74.09,-307.98497279,31,30458,,,,
0.41,969911,11442,74.09,-291.49830095000004,31,30473,649.9595581054688,7901.937271118164,0.001,969800
0.41,970011,11443,74.09,-290.95518518,31,30488,646.6477416992187,7974.999063110352,0.001,969900
0.42,970090,11444,73.88,-278.83553998,31,30504,641.7734130859375,5986.383990478515,0.001,969980
0.43,970116,11445,73.14,-271.5450073,31,30510,646.8830505371094,5727.526098632812,0.001,970000
0.43,970216,11446,73.14,-273.02990495,31,30527,643.9200073242188,8146.286959838867,0.001,970100
0.43,970316,11447,73.14,-272.10209303,31,30547,650.4364929199219,6008.143534851074,0.001,970200
0.43,970416,11448,73.14,-268.86308742,31,30561,641.9363037109375,7185.166784667968,0.001,970300
0.43,970424,11449,73.12,-269.07038391,31,30564,644.2141296386719,8834.512422180176,0.001,970320
0.42,970524,11450,74.06,-268.07624635,31,30583,637.8601867675782,8933.313665771484,0.001,970420
0.42,970624,11451,74.06,-269.16927853,31,30607,639.3399475097656,9077.233285522461,0.001,970520
0.41,970724,11452,74.5,-278.11991561,31,30622,646.3584411621093,7600.921881103515,0.001,970620
0.41,970824,11453,74.5,-283.66612531,31,30640,635.9279541015625,7525.683157348632,0.001,970720
0.41,970924,11454,74.5,-282.17946354000003,31,30662,642.7630004882812,8098.494833374023,0.001,970820
0.41,970969,11455,74.16,-279.74342112,31,30669,645.8057739257813,8019.7402267456055,0.001,970860
0.42,971025,11456,73.72,-277.91400536000003,31,30678,648.7752502441406,8333.423933410644,0.001,970920
0.42,971031,11457,73.45,-278.25987592000007,31,30680,,,,
0.42,971090,11458,73.69,-276.90282082,31,30691,641.9815856933594,5635.290226745606,0.001,970980
0.42,971103,11459,73.55,-276.71759029000003,31,30694,635.1528930664062,6696.480599975586,0.001,971000
0.42,971113,11460,73.35,-276.39910579,31,30696,,,,
0.42,971213,11461,73.35,-271.9053731,31,30713,642.6717834472656,9202.665771484375,0.001,971100
0.42,971313,11462,73.35,-268.51441931,31,30730,635.8399169921875,11980.307980346679,0.001,971200
0.41,971413,11463,74.27,-277.35498125000004,31,30747,636.0084655761718,6714.637692260742,0.001,971300
0.4,971513,11464,74.61,-279.58225186000004,31,30764,636.7337463378906,7935.042236328125,0.001,971400
0.4,971575,11465,75.14,-280.86641475000005,31,30778,638.9656372070312,7639.334326171875,0.001,971460
0.4,971675,11466,75.14,-282.71415500000006,31,30792,643.38828125,7380.015342712402,0.001,971560
0.4,971775,11467,75.14,-270.18837067000004,31,30813,640.6331848144531,7235.940274047852,0.001,971660
0.4,971861,11468,75.74,-270.44620523000003,31,30827,638.4478942871094,6407.589376831054,0.001,971760
0.41,971940,11469,75.53,-263.94035502,31,30839,636.6809875488282,9470.470724487304,0.001,971820
0.42,971948,11470,74.61,-232.89904599000005,31,30841,644.3839660644531,9156.139852905273,0.001,971840
0.43,971955,11471,73.68,-224.32858939000002,31,30842,,,,
0.44,972028,11472,73.41,-223.29423009,31,30857,644.77890625,6386.1183456420895,0.001,971920
0.45,972085,11473,72.98,-221.71025476,31,30868,640.0199279785156,9798.168498229981,0.001,971980
0.46,972099,11474,72.12,-221.74976293,31,30871,,,,
0.47,972166,11475,71.79,-218.26243592,31,30883,645.8843627929688,4836.828598022461,0.001,972060
0.47,972266,11476,71.79,-220.74609334000004,31,30906,641.2644653320312,9959.257159423829,0.001,972160
0.48,972277,11477,70.9,-217.61588251,31,30908,,,,
0.49,972289,11478,70.02,-215.40118334000007,31,30912,635.220654296875,9488.059564208985,0.001,972180
0.49,972293,11479,69.77,-215.33809154000002,31,30913,,,,
0.49,972393,11480,69.77,-216.37094248000005,31,30935,636.016650390625,10509.9534576416,0.001,972280
0.49,972493,11481,69.77,-216.57738200000006,31,30952,639.7638305664062,8364.396395874024,0.001,972380
0.49,972593,11482,69.77,-216.63343785,31,30969,647.7910095214844,7325.914636230469,0.001,972480
0.49,972604,11483,69.47,-214.57403888999997,31,30972,636.3172241210938,8685.977290344239,0.001,972500
0.49,972704,11484,69.47,-211.98073752999997,31,30990,638.5617858886719,10333.855682373047,0.001,972600
0.48,972804,11485,69.61,-213.67090912999996,31,31004,640.3400451660157,6596.4187286376955,0.001,972700
0.47,972904,11486,70.29,-220.31954602,31,31022,632.6383850097657,7392.599136352539,0.001,972800
0.46,973004,11487,71.23,-222.52898306999998,31,31041,633.9110290527344,9569.564846801757,0.001,972900
0.45,973104,11488,72.14,-223.4056866,31,31060,640.5315307617187,6899.504479980469,0.001,973000
0.45,973191,11489,72.41,-223.99293857000004,31,31078,639.8373596191407,8016.828228759766,0.001,973080
0.44,973291,11490,72.64,-225.17322374000003,31,31101,630.4809875488281,9405.373574829102,0.001,973180
0.45,973298,11491,71.71,-224.98154603000006,31,31103,,,,
0.45,973398,11492,71.71,-224.18604057000005,31,31124,637.9031677246094,10463.779795837403,0.001,973280
0.45,973407,11493,71.73,-223.93091265000004,31,31126,635.7419494628906,8882.892541503907,0.001,973300
0.44,973507,11494,72.34,-226.00433036,31,31143,636.8035461425782,7451.645429992675,0.001,973400
0.44,973607,11495,72.34,-225.05496980000004,31,31156,647.1983825683594,8165.685670471192,0.001,973500
0.43,973707,11496,73.29,-232.75076319,31,31174,641.70595703125,6745.402194213867,0.001,973600
0.42,973807,11497,73.59,-234.53203209000006,31,31191,644.2424743652343,6597.81075592041,0.001,973700
0.41,973907,11498,73.61,-236.11741909,31,31209,645.4427917480468,6428.986569213867,0.001,973800
0.4,974007,11499,74.27,-239.05039276,31,31231,635.5538940429688,13191.353840637206,0.001,973900
0.39,974107,11500,75.21,-246.0344256,31,31249,646.9572082519531,8073.269445800781,0.001,974000
0.38,974207,11501,75.49,-244.22132718000003,31,31268,645.3278625488281,6728.346012878418,0.001,974100
0.38,974307,11502,75.49,-245.83276315999998,31,31287,643.4132202148437,8818.889050292968,0.001,974200
0.39,974346,11503,74.88,-243.27894416000004,31,31294,641.8145263671875,6941.667193603515,0.001,974240
0.39,974446,11504,74.88,-242.45768549000002,31,31308,642.6706909179687,7324.2339340209965,0.001,974340
0.4,974478,11505,74.2,-233.09628153999995,31,31314,640.5899658203125,5736.68547668457,0.001,974360
0.4,974578,11506,74.2,-234.77967864,31,31331,646.0503356933593,7858.891188049316,0.001,974460
0.41,974582,11507,73.24,-235.59219039999996,31,31332,638.7768676757812,8001.837266540528,0.001,974480
0.42,974595,11508,72.37,-231.84632288999998,31,31335,,,,
0.42,974601,11509,72.31,-232.0989222,31,31337,631.7532104492187,11211.331359863281,0.001,974500
0.43,974637,11510,71.67,-229.51834524000003,31,31345,645.2599670410157,8274.587048339843,0.001,974520
0.44,974662,11511,70.92,-226.88365514,31,31350,644.2057678222657,6037.812855529785,0.001,974560
0.44,974702,11512,71.22,-227.03389970000003,31,31357,649.3912292480469,6661.542944335937,0.001,974600
0.44,974745,11513,70.81,-224.51212624,31,31366,636.5005676269532,8732.26936340332,0.001,974640
0.44,974753,11514,70.19,-222.92324246,31,31368,,,,
0.43,974853,11515,71.13,-228.80787745,31,31384,643.2361083984375,6350.36962890625,0.001,974740
0.43,974914,11516,71.44,-229.26492095999998,31,31395,637.8751159667969,6510.343698120118,0.001,974800
0.44,974952,11517,70.82,-226.35535053000004,31,31402,639.7338989257812,10506.960522460937,0.001,974840
0.44,975052,11518,70.82,-226.40968018000004,31,31417,645.5013000488282,6978.44139251709,0.001,974940
0.44,975070,11519,70.92,-226.01767610000002,31,31420,646.3850280761719,5981.1723007202145,0.001,974960
0.43,975170,11520,70.98,-232.0239776,31,31437,645.9531921386719,7316.8655456542965,0.001,975060
0.43,975270,11521,70.98,-231.64272887000004,31,31454,639.85400390625,8167.8853210449215,0.001,975160
0.43,975370,11522,70.98,-234.40195713,30,31468,643.4414489746093,6796.689590454102,0.001,975260
0.44,975383,11523,70.11,-226.46424871000002,30,31471,638.6278381347656,11374.050857543945,0.001,975280
0.44,975483,11524,70.11,-223.69582766999997,30,31490,647.0226379394531,5104.258845520019,0.001,975380
0.43,975583,11525,70.16,-223.62425623,30,31506,641.3379638671875,9266.120300292969,0.001,975480
0.44,975621,11526,69.54,-222.8001796,30,31514,643.4737121582032,7193.461521911621,0.001,975520
0.44,975721,11527,69.54,-220.35036699999998,30,31534,636.3459106445313,9216.43235321045,0.001,975620
0.44,975821,11528,69.54,-215.59462038,30,31549,642.3985229492188,6159.825468444824,0.001,975720
0.45,975825,11529,68.58,-212.69978198999996,30,31551,,,,
0.45,975868,11530,68.96,-212.84206582000002,30,31558,639.6291809082031,4970.266984558106,0.001,975760
0.46,975878,11531,68.06,-209.87509994,30,31560,,,,
0.46,975978,11532,68.06,-203.76156433,30,31579,635.4083374023437,10441.642739868164,0.001,975860
0.45,976078,11533,68.98,-205.15500160999997,30,31598,644.7152709960938,9595.5787689209,0.001,975960
0.46,976090,11534,68.1,-199.09054795999998,30,31601,637.8587829589844,11031.554064941407,0.001,975980
0.46,976190,11535,68.1,-197.70075798,30,31618,641.0057861328125,7142.657743835449,0.001,976080
0.46,976290,11536,68.1,-196.23771244,30,31634,633.1870056152344,9508.933711242677,0.001,976180
0.46,976308,11537,68.0,-196.49003831,30,31638,641.2861755371093,8638.76862487793,0.001,976200
0.46,976408,11538,68.0,-195.46452807999998,30,31654,643.2183715820313,7991.70385131836,0.001,976300
0.47,976460,11539,67.52,-193.06719572999998,30,31665,641.733154296875,4361.743130493164,0.001,976340
0.48,976467,11540,66.59,-186.73030912999994,30,31666,641.2724853515625,10754.474598693847,0.001,976360
0.47,976567,11541,67.56,-188.63817440999995,30,31682,646.3681335449219,7990.020449829101,0.001,976460
0.47,976667,11542,67.56,-188.30439029999997,30,31696,648.7384399414062,8661.676914978027,0.001,976560
0.47,976767,11543,67.56,-193.72678125,30,31716,641.857861328125,7590.501824951172,0.001,976660
0.47,976821,11544,67.31,-195.13726003,30,31727,638.7494689941407,8925.77700805664,0.001,976720
0.47,976914,11545,67.98,-194.1826681,30,31741,636.2335021972656,8110.058917236328,0.001,976800
0.47,977014,11546,67.98,-197.47155427,30,31761,634.2710632324219,11667.702215576172,0.001,976900
0.47,977114,11547,67.98,-202.53100587,30,31779,637.2169799804688,9538.850912475586,0.001,977000
0.47,977214,11548,67.98,-206.75128129000004,30,31799,634.7639892578125,5142.620776367187,0.001,977100
0.46,977314,11549,68.9,-214.28020473,30,31819,633.3093933105469,8550.913468933106,0.001,977200
0.46,977414,11550,68.9,-221.61833691999996,30,31835,635.06533203125,9637.057904052734,0.001,977300
0.46,977514,11551,68.9,-218.60666158,30,31856,635.6435302734375,8179.124920654297,0.001,977400
0.46,977614,11552,68.9,-212.22189016000002,30,31876,639.5403198242187,7861.806814575195,0.001,977500
0.46,977714,11553,68.9,-213.27395102000003,30,31894,641.2637145996093,6596.0641220092775,0.001,977600
0.47,977732,11554,68.08,-207.62749609000002,30,31898,638.855078125,6510.725584411621,0.001,977620
0.46,977832,11555,68.63,-215.88568528,30,31915,639.7087219238281,8991.522576904297,0.001,977720
0.46,977893,11556,68.68,-215.27719433,30,31927,643.3473327636718,9115.85007019043,0.001,977780
0.45,977993,11557,69.62,-218.66728993999996,30,31944,639.5875549316406,6732.117143249512,0.001,977880
0.45,978024,11558,69.34,-218.26422346999996,30,31950,648.31787109375,8365.901217651368,0.001,977920
0.45,978029,11559,69.26,-218.82349942000002,30,31951,,,,
0.45,978041,11560,69.28,-218.46330253,30,31954,638.1239685058594,8559.235594177246,0.001,977940
0.45,978141,11561,69.28,-226.39728831,30,31975,636.2829650878906,10566.826895141601,0.001,978040
0.45,978241,11562,69.28,-227.51235945,30,31993,640.5809753417968,10782.432406616212,0.001,978140
0.45,978341,11563,69.28,-223.01927611000002,30,32009,636.6446105957032,6510.270169067383,0.001,978240
0.46,978366,11564,68.53,-220.94607082,30,32014,641.7677612304688,8876.65990600586,0.001,978260
0.45,978466,11565,68.91,-224.93402006,30,32031,637.1569274902344,7559.664170837403,0.001,978360
0.46,978470,11566,67.95,-221.56611323,30,32032,,,,
0.46,978570,11567,67.95,-226.81812216999998,30,32049,637.1440795898437,8252.729222106933,0.001,978460
0.45,978670,11568,68.09,-228.69791836000002,30,32065,644.0086730957031,7143.590846252441,0.001,978560
0.45,978684,11569,67.44,-228.59903999000002,30,32069,639.3922546386718,7312.839236450195,0.001,978580
0.45,978693,11570,67.45,-228.68342484000001,30,32071,,,,
0.44,978793,11571,68.38,-231.36124613000004,30,32089,637.2632080078125,12281.79066772461,0.001,978680
0.43,978893,11572,68.65,-235.0100576,30,32105,636.0075622558594,4626.836964416504,0.001,978780
0.43,978936,11573,68.51,-234.13282721,30,32116,629.9482727050781,12596.325546264648,0.001,978820
0.43,978967,11574,68.68,-235.60126846,30,32122,636.4131225585937,10094.306225585937,0.001,978860
0.43,979041,11575,68.75,-234.98443823999997,30,32136,639.8122985839843,7695.8589538574215,0.001,978940
0.44,979104,11576,68.38,-230.10423863999998,30,32147,631.6122802734375,7728.031039428711,0.001,979000
0.44,979122,11577,68.45,-230.12923613999996,30,32151,636.1908325195312,6834.48059387207,0.001,979020
0.44,979133,11578,68.44,-229.93433297999997,30,32154,,,,
0.43,979233,11579,69.4,-233.30564745999996,30,32172,633.76162109375,10765.207688903809,0.001,979120
0.43,979333,11580,69.4,-235.20917147,30,32188,635.6546020507812,8364.461947631837,0.001,979220
0.43,979433,11581,69.4,-233.2547446,30,32203,640.0858642578125,7838.709738159179,0.001,979320
0.43,979533,11582,69.4,-238.28940156000002,30,32224,639.0199890136719,7632.232328796386,0.001,979420
0.43,979540,11583,69.36,-238.32398415000003,30,32226,,,,
0.43,979640,11584,69.36,-239.00921437,30,32244,634.7922119140625,8367.80605621338,0.001,979520
0.43,979740,11585,69.36,-241.99681668000002,30,32261,637.0720642089843,10567.077444458007,0.001,979620
0.43,979840,11586,69.36,-242.25032634,30,32278,633.8518493652343,9096.127868652344,0.001,979720
0.44,979864,11587,68.6,-240.74015781000003,30,32282,638.1109069824219,9605.951385498047,0.001,979760
0.45,979875,11588,67.71,-239.98340265,30,32285,,,,
0.45,979884,11589,66.93,-238.14191412,30,32287,636.1243408203125,6639.659559631347,0.001,979780
0.46,979892,11590,66.01,-236.16418242000003,30,32289,,,,
0.45,979992,11591,66.94,-236.71913864,30,32309,632.5470153808594,10214.476876831055,0.001,979880
0.46,980023,11592,66.25,-233.66449620999995,30,32315,637.7762817382812,7282.390719604492,0.001,979920
0.46,980064,11593,66.57,-233.99061822999997,30,32324,640.7976623535156,9014.540603637695,0.001,979960
0.46,980164,11594,66.57,-233.30190657,30,32342,630.4292541503906,7760.810481262207,0.001,980060
0.46,980264,11595,66.57,-232.98225700000003,30,32363,643.5656311035157,5565.5980422973635,0.001,980160
